id,Title,Content
2391,"Sajak Lelaki Ibu","<h3>Abdul Aziz Arramadhani</h3><h2>
					Sajak Lelaki Ibu
				</h2>		
		<p>Bu, lelakimu ini nanti jadi dewasa.</p><p>Kakinya tak diam</p><p>dan menjajah ke mana-mana.</p><p> </p><p>Mungkin nanti kakinya beku di Antartika,</p><p>menyapu kerikil-kerikil bulan,</p><p>atau terpeleset di lereng-lereng Olympus.</p><p> </p><p>Tapi, Bu.</p><p>Sejauh mana kakinya melangkah</p><p>kakinya akan coba pulang terus-menerus.</p><p> </p><p>Karena ia sepenuhnya kepunyaanmu</p><p>dan baginya kau adalah sebaik-baik rumah.</p><p> </p><p>Yang pada matamu, Bu</p><p>Ia temukan teduh langit-langit malam.</p><p>Dan di dadamu yang lapang bersawah-sawah,</p><p>ia tak pernah menemu dendam.</p><p> </p><p>Lelaki itu suka berlindung di bawah doa-doamu pada Tuhan</p><p>Tepat pada sela jari-jemari tangan doamu</p><p>ia dapat dengan tenang bersemayam.</p><p> </p><p>Bu…</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2400,"Kabar dari Hutan","<h3>M. Habib Syafa’at</h3><h2>
					Kabar dari Hutan
				</h2>		
		<p>Kau mendapat kabar dari kedalaman hutan</p><p>Sekelompok ayam tak lagi terdengar</p><p>setelah bertahun lalu berpamitan</p><p> </p><p>menggarap ladang kayu bakar</p><p>Segunung lauk-pauk runtuh dari bebatan</p><p>kemban seekor induk ketika kelabakan</p><p> </p><p>              menanak</p><p>                           sepundung pulau</p><p> </p><p>Keturunan jadah mati terpelesat ketika</p><p>memanjati tebing-tebing susu</p><p><em>“Peradaban baru sedang dalam </em></p><p><em> </em></p><p><em>pembuatan.”</em> Katamu. Kita hanya perlu</p><p>menunggu. Tak usah lagi menyembah batu</p><p>untuk mendatangkan hujan</p><p> </p><p>             di kepalaku</p><p>                          di halaman persembahan</p><p> </p><p>Dewa seharusnya telah cukup</p><p>darah persembahan. Seharusnya</p><p>dibebaskan kembali gerhana-gerhana</p><p> </p><p>Padahal bumi haus dalam tubuhku</p><p>Belum ingin beranjak dari tugurmu</p><p>Menjadi lubang menganga. Berhasrat</p><p> </p><p>            menyungkah</p><p>                         gugur musimmu</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2406,"MATAHARI MEMBELAH TUBUHMU DAN MEREKA TAK TAHU ITU","<h3>Rasyid Yudhistira</h3><h2>
					MATAHARI MEMBELAH TUBUHMU DAN MEREKA TAK TAHU ITU
				</h2>		
		<p>Kenapa terburu-buru</p><p>untuk menunjuk ke atas</p><p>dan bertanya kapan akan dibelah?</p><p>          <em>Kau tentu tahu </em></p><p><em>          siapa siapa </em></p><p><em>          yang menunggu itu.</em></p><p> </p><p>Kau hanya lupa</p><p>tidak semua mengerti</p><p>cara untuk menjadi ahli duka</p><p>yang gemar beradu tabah</p><p> </p><p>Kau hanya cemas</p><p>barangkali ada yang diam-diam</p><p>menulis riwayat doamu</p><p> </p><p>Kau hanya gusar</p><p>jika engkau bertemu cermin</p><p>yang pandai menafsir tiap luka.</p><p> </p><p>          <em>Kau takut untuk mengurungkan niatmu</em></p><p> </p><p> </p><p>Matahari membelah tiap dukamu</p><p>dan apapun yang dibisikkan—menjadikan matamu makin nanar.</p><p>Matahari membelah tubuhmu</p><p>dan menemukan huruf-huruf yang hilang.</p><p> </p><p>          <em>Mereka tak tahu itu dan hanya ingin terlibat saja.</em></p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2412,"Di Bawah Langit Washington","<h3>Di Bawah Langit Washington</h3><h2>
					Di Bawah Langit Washington
				</h2>		
		<p>Di bawah langit Washington, malam-malam selalu sama</p><p>Tapi hari ini berbeda, katamu. Tak ada yang kau ajak berbincang.</p><p>Padahal semua benda berbicara jika kau menyimak.</p><p>Bangku taman, lampu sorot di <em>5<sup>th</sup> Avenue</em>,</p><p>namun mereka mengatakan hal-hal yang tak ingin kau dengar.</p><p> </p><p>Bagimu, hidup adalah musuh.</p><p>Saat kau bangun, hari yang ingin kau hapus menunggu di depan pintu.</p><p>Kau ingin istirahat mengingat kesepian</p><p>menyerahkan diri untuk dinikmati, tapi menolak untuk dimiliki.</p><p> </p><p>Ketika kau katakan tentang kehilangan</p><p>tidak ada yang ingin mendengar</p><p>segalanya mendadak tanpa telinga</p><p>namun sepasang mata</p><p>tetap menjatuhkan mutiaranya.</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2419,"Mooi Indie di Museum Seni","<h3>Jamal Wakhiddin</h3><h2>
					Mooi Indie di Museum Seni
				</h2>		
		<p>Sebangkai lukisan tergeletak di meja</p><p>autopsi batas antara dinding cinta dan</p><p>desing mortir;</p><p> </p><p>Chiaroscuro di Eropa kehilangan cahaya</p><p>serta bayang-bayang seperti bekas pupur</p><p>di rona merah pipimu selekas-lekasnya</p><p>: ciuman yang terencana meninggalkan</p><p>   jejak-jejak lipstik di buku-buku sejarah.</p><p> </p><p>Tuan pergi sehabis menikam pagi Hindia Timur</p><p>memasukkannya ke dalam kantong plastik lalu</p><p>membuangnya ke dalam tempat sampah,</p><p> </p><p>“Kita semua telah menyaksikan bagaimana maut</p><p>hadir dalam bentuknya yang paling molek serupa</p><p>lanskap-lanskap Ernest Dezentje atau Raden Saleh.”</p><p> </p><p>Mijn God!</p><p>keindahan musim panas mengalir</p><p>deras di sepenuh jasad ini:</p><p>amis aroma kanvas.</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2425,"Eulogi Kepada Jalan","<h3>M. Royfan Ardian</h3><h2>
					Eulogi Kepada Jalan
				</h2>		
		<p>/1</p><p>Di tubuh langit kelimut</p><p>melekat sebuah nukilan.</p><p>Tentang nujum yang muncul dari bintang-bintang,</p><p>diundang turun oleh garis tangan dan kehidupan.</p><p> </p><p>Garis tangan adalah</p><p>penunjuk jalan-jalan yang hidup.</p><p>Sedang garis kehidupan adalah</p><p>jalan-jalan yang dilalui derup.</p><p> </p><p>Semua orang menginjakkan kakinya</p><p>pada jalan-jalan berumur panjang</p><p>atau yang akan menjadi mendiang.</p><p>Panjang atau pendek,</p><p>kehendak Sang Khalik.</p><p> </p><p>/2</p><p>Sebuah padah menemuiku dan berkata</p><p>“Jalan ini buntu dan akan mati”.</p><p>Mendengar dengan telinga tuli adalah</p><p>kesia-siaan yang kupeluk erat.</p><p> </p><p>/3</p><p>Pada jalan yang telah mati;</p><p>Kusemai setangkup tangan penuh eulogi.</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2431,"Memasak Saksang","<h3> Pusvi Defi</h3><h2>
					 Memasak Saksang 
				</h2>		
		<p>Sebelum kutebas batok kepalamu dengan parang</p><p>Kepunyaan Tulang Simatupang,</p><p>Berdoalah dengan khidmat panjang</p><p> </p><p>Agar gelabah batinmu tidak uring-uringan,</p><p>Sebab setelah <em>margota</em> tumpah di panci pualam</p><p> </p><p>Tubuhmu yang gempal akan terpanggang di tungku api laman</p><p>Berdampingan dengan putih bawang,</p><p> Dan setakar santan menguar aroma jantan.</p><p> </p><p>Maka di terik siang garang  </p><p>Sepinggan saksang telah terbenam di lambung tamu yang tandang</p><p>Yang merayakan hari <em>Bolon Parriaan </em></p><p> </p><p>Dedoa telah diangkat ke semesta</p><p>Ke muara, ke tubuhmu yang purna</p><p>: Menuju kedamaian purba.</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2437,Zohrah,"<h3>Yuditeha</h3><h2>
					Zohrah
				</h2>		
		<p>ucapkan saja serapah jika berani, dan sebiji kristal akan meninggalkan bumi, aku - perempuan-perempuan pembawa gula, penguji ego, seperti kongsi semut terhadap kerabatnya, kelabang merah lepas dari pukulan, satu sungut menakar nasib, seperti pelukan berkarat, keheningan pecah, menyusup ke jantung mata</p><p> </p><p>aku - zohrah merekat di tembok, melatih sulur, memungut berkah, kuhapus ingatan keruh, asap kutahan guna membentengi wabah silam, semua tereja, dan aku terus berlari dari memori hitam, kupertahan pengait yang menali segenggam sari perasan bintang, putik bunga kuharap tumbuh di pelupuk masa</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2446,"Patung Sapi Sumberan","<h3>	Dadang Ari Murtono</h3><h2>
					Patung Sapi Sumberan
				</h2>		
		<p>Ia percaya sedang tidur lelap dan mengalami mimpi</p><p>buruk panjang: tubuhnya beku dalam</p><p>balutan semen, bocah-bocah menunggang</p><p>sambil memukul-mukul kepalanya, remaja tanggung</p><p>mabuk dan berlagak memerah susunya,</p><p>dan orang-orang tak jelas pada suatu kala</p><p>memotong ekor dan kupingnya.</p><p> </p><p>Ia yakin, pagi akan tiba dan ia bakal terbangun</p><p>sebagai diri sejatinya: Nandini nan suci.</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2463,"New Post",
2465,"New Post",
